batch_id,row_number,record_type,cycle,sphere,proposal_text,responsible_org,interested_orgs,completion_form,due_raw,status_raw,position_go_2024_2025,position_go_2026_03_27,position_adgs,case_raw
d3c7eac0-e095-4d95-8e24-d4987a175940,134,Анализ,I,Здравоохранение,"Внести изменения и дополнения в законодательство Республики Казахстан в области здравоохранения, направленные на установление  размеров платы, взимаемой с услугополучателей, за государственные услуги «Аккредитация медицинских организаций в целях признания соответствия их деятельности стандартам аккредитации», «Прохождение предварительных обязательных медицинских осмотров», «Выдача справки о допуске к управлению транспортным средством». 	Проект приказа Министра здравоохранения Республики Казахстан «О внесении изменений и дополнений в некоторые правила оказания государственных услуг»	МЗ
Разработать и утвердить нормативный правовой акт, направленный на установление перечня услуг, оказываемых круглосуточными травматологическими пунктами в системе обязательного социального медицинского страхования. 	Проект приказа Министра здравоохранения 	МЗ
Разработать и утвердить правила проведения мониторинга и контроля за соблюдением предельных цен на лекарственные средства по торговым наименованиям.	Проект приказа Министра здравоохранения 	МЗ",МЗ,МЗ,Проект приказа Министра здравоохранения,2024 год,Не поддерживается - исключить,"Не поддерживается.
Комитет медцинского и фармацевтического контроля
1) Государственная услуга  «Выдача сертификата специалиста в сфере обращения лекарственных средств и медицинских изделий» утверждена  Приказом Министра здравоохранения Республики Казахстан от 15 ноября 2022 года № ҚР ДСМ-134 ""О внесении изменений в приказ Министра здравоохранения Республики Казахстан от 15 декабря 2020 года № ҚР ДСМ-274/2020 ""Об утверждении правил проведения сертификации специалиста в области здравоохранения, подтверждения действия сертификата специалиста в области здравоохранения, включая иностранных специалистов, а также условия допуска к сертификации специалиста в области здравоохранения лица, получившего медицинское образование за пределами Республики Казахстан"".

Комитет санитарно-эпидемиологического контроля

2) Приказом Министра здравоохранения Республики Казахстан от 23 февраля 2023 года № 29 «О некоторых вопросах аккредитации в сфере санитарно-эпидемиологического благополучия населения», утверждены Правила оказания государственных услуг «Аккредитация профессиональной ассоциации в сфере санитарно-эпидемиологического благополучия населения» и «Аккредитация физических и юридических лиц на осуществление деятельности по проведению санитарно-эпидемиологического аудита».
В рамках реализации Указа Президента Республики Казахстан от 13 апреля 2022 года № 872 «О мерах по дебюрократизации деятельности государственного аппарата», вносятся изменения в Кодекс Республики Казахстан «О здоровье народа и системе здравоохранения» (далее -Кодекс), в части исключения функции по аттестации руководителей организаций здравоохранения, осуществляющих деятельность в сфере санитарно-эпидемиологического благополучия населения, в этой связи государственная услуга «Аттестация руководителей организаций здравоохранения, осуществляющих деятельность в сфере санитарно-эпидемиологического благополучия населения» будет исключена, после утверждения соответствующих изменений в Кодексе.

Департамент организации медицинской помощи
Внесение изменений и дополнений в нормативный правовой акт, определяющий порядок оказания «Выдача выписки из медицинской карты стационарного больного», в части конкретизации сроков ее оказания следующим образом: время ожидания для сдачи документов – 30 минут; время обслуживания – 60 минут с момента выписки считаем нецелесообразным и невозможным, так как выписки из стационара оформляются лечащими врачами, которые могут быть на операции, оказывать экстренную медицинскую помощь или быть на выезде по линии мед.авиации. Кроме того, возможна выписка более 10 пациентов в день и уложится в предлагаемые сроки не представится возможным.",Отсутствует позиция,исключить вотор с 131,
d3c7eac0-e095-4d95-8e24-d4987a175940,135,Анализ,I,Здравоохранение,Внести изменения и дополнения в Закон Республики Казахстан «О разрешениях и уведомлениях» в части включения в перечень разрешений второй категории «Согласование и (или) заключение (разрешительный документ) на ввоз зарегистрированных и не зарегистрированных в Республике Казахстан лекарственных средств и медицинских изделий» с утверждением срока действия разрешения.,МЗ,"МЗ, МЮ",Проект Закона Республики Казахстан «О внесении изменений и дополнений в Закон Республики Казахстан «О разрешениях и уведомлениях»,2025 год,Исполнено,Согласно предписания ВАП от 2024 года Комитетом внесены изменения в приказ КР ДСМ-237/2020 в части включения срока действия разрешительного документа в соответствии с Закону РК «О разрешениях и уведомлениях»,,,
d3c7eac0-e095-4d95-8e24-d4987a175940,136,Анализ,I,Здравоохранение,"Внести изменения и дополнения в Приказ Министра здравоохранения «Об утверждении Правил хранения и транспортировки лекарственных средств и медицинских изделий», предусматривающие  перечень оборудования и оснащения, необходимых для производства, изготовления, хранения и реализации лекарственных средств и медицинских изделий.",МЗ,МЗ,Проект Приказа Министра здравоохранения Республики Казахстан «О внесении изменений и дополнений в Приказ Министра здравоохранения Республики Казахстан «Об утверждении Правил хранения и транспортировки лекарственных средств и медицинских изделий»,2024 год,В работе,"Не поддерживается.                                  Перечень оборудования и оснащения, необходимых для производства, изготовления, хранения и реализации лекарственных средств и медицинских изделий может различаться от производимой,изготовленой, хранимой и реализуемой продукции. Перечень различается так же от масштабов производства, ипользуемого сырья: активная фармацевтическая продукция, вспомогательные вещества, различается от технологического производства, технологической схемы. На основании вышеизложенного, определение перечня предусматривает лобирование интересов производителей оборудования, вместе с тем орграничивает предпринимательсую деятельность.",Отсутствует позиция,Возможно оставить в прорабокте с длительным сроком исполнения,"Действующие правила хранения и транспортировки лекарственных средств и медицинских изделий, как показывают результаты проведенного анализа, не содержат исчерпывающего перечня оборудования и оснащения для производства, изготовления, хранения и реализации лекарственных средств и медицинских изделий.
В свою очередь, указанный правовой пробел несет прямую угрозу вопросам обеспечения качества лекарственных средств и медицинских изделий, в том числе эффективности мер государственного контроля.
Более того, на практике возникают сложности в определении соответствия медицинских организаций (аптек, аптечных пунктов, аптечных складов, магазинов оптики) к квалификационным требованиям."
d3c7eac0-e095-4d95-8e24-d4987a175940,137,Анализ,I,Здравоохранение,"Исключить противоречия в части требований к санитарно-защитным зонам между нормами Санитарных правил «Санитарно-эпидемиологические требования к объектам по производству пищевой продукции (утверждены Приказом Министра здравоохранения РК от 28 апреля 2021 года № ҚР ДСМ-36) и Санитарных правил «Санитарно-эпидемиологические требования к санитарно-защитным зонам объектов, являющихся объектами воздействия на среду обитания и здоровье человека» (утверждены Приказом и.о. Министра здравоохранения РК от 11 января 2022 года № ҚР ДСМ-2).",МЗ,МЗ,"Проект приказа Министра здравоохранения Республики Казахстан «О внесении изменений и дополнений в Приказ Министра здравоохранения Республики Казахстан об утверждении правил «Санитарно-эпидемиологические требования к санитарно-защитным зонам объектов, являющихся объектами воздействия на среду обитания и здоровье человека» от 11 января 2022 года № ҚР ДСМ-2",3 квартал 2025 год,Исполнено,"Проект приказа размещен на портале ""Открытые НПА"", срок завершения 18 августа 2025 года, получено заключение Антикоррупционной экспертизы без замечаний, Направлен на согласование в НПП РК ""Атамекен"", Ассоциациям, ожидается протокол Общественного совета, предварительная оценка согласована с первым вице-министром и направлена на подпись Министру, пресс-релиз согласован с пресс службой МЗ. Срок исполнения - сентябрь 2025 года","Исполнено                                                              В целях устранения противоречий в требованиях к санитарно-защитным зонам, содержащихся в двух Санитарных правилах (Санитарные правила «Санитарно-эпидемиологические требования к объектам по производству пищевой продукции, утвержденные Приказом Министра здравоохранения Республики Казахстан от 28 апреля 2021 года № ҚР ДСМ-36 и «Санитарно-эпидемиологические требования к санитарно-защитным зонам объектов, являющихся объектами воздействия на среду обитания и здоровье человека», утвержденные Приказом и.о. Министра здравоохранения Республики Казахстан от 11 января 2022 года № ҚР ДСМ-2) приказом Министра здравоохранения Республики Казахстан от 12 декабря 2025 года № 165 «О внесении изменений и дополнений в некоторые приказы Министра здравоохранения Республики Казахстан» (Зарегистрирован в Министерстве юстиции Республики Казахстан 15 декабря 2025 года № 37595) внесены соответствующие изменения.
Новые поправки предусматривают установление в двух вышеуказанных Санитарных правилах единых требований к размерам санитарно-защитной зоны для объектов малой мощности в зависимости от их производительности.
Вносимые изменения направлены на упорядочение требований к санитарно-защитиным зонам и оптимизацию условий для деятельности объектов малой мощности, в том числе расположенных в сельской местности.",,
d3c7eac0-e095-4d95-8e24-d4987a175940,138,Анализ,I,Здравоохранение,"Исключить коллизии между п.п.3) п.1 Постановления Правительства Республики Казахстан от 23 октября 2018 года № 669, п.8. Правил оказания государственной услуги «Выдача лицензии на фармацевтическую деятельность» (приложение 1 к приказу Министра здравоохранения Республики Казахстан от 16 мая 2022 года № ҚР ДСМ-45) в части конкретизации объектов эпидемической значимости, на которые требуется проведение  согласования при выдачи лицензии на медицинскую и фармацевтическую деятельность.",МЗ,МЗ,Проект приказа Министра здравоохранения Республики Казахстан О внесении изменений и дополнений в Приказ Министра здравоохранения Республики Казахстан от 16 мая 2022 года № ҚР ДСМ-45 «О некоторых вопросах оказания государственных услуг в сфере фармацевтической деятельности»,конец 2026 года,В работе,"В работе

Срок до конца 2025 года

Позиция Министерства: Поддерживается.
Срок исполнения: 4 квартал 2025 года.
Статус исполнения: На исполнении.
На сегодняшний день прорабатывается вопрос внесения изменения в ПП РК № 669 в части согласования выдачи лицензии на фармацевтическую деятельность органами санитарно-эпидемиологического контроля только объектов высокой эпидемической значимости.
В свою очередь, в соответствии с приказом МЗ РК от 30 ноября 2020 года № ҚР ДСМ-220/2020 к объектам высокой эпидимической значимости отнесены объекты по производству, изготовлению лекарственных средств.",На сегодняшний день прорабатывается вопрос внесения изменения в ПП РК № 669 в части согласования выдачи лицензии на фармацевтическую деятельность органами санитарно-эпидемиологического контроля только объектов высокой эпидемической значимости.,Вопрос прорабатывается,"Согласно п.4 Стандарта, форма оказания государственной услуги «выдача лицензии на фармацевтическую деятельность» – электронная, а в п.п.3 п.1 ст.20 Законе РК «О разрешениях и уведомлениях» у заявителя предусмотрено право выбирать электронную или бумажную форму заявления для получения разрешения и или приложения к нему или для направления уведомления, в законе все еще прописана альтернативная форма предоставления государственной услуги.
В приказе (МЗ РК от 16 мая 2022 года №ҚР ДСМ-45) предусмотрено согласование с органами СЭС на предмет соответствия услугополучателя требованиям, установленным нормативными правовыми актами на объекты высокой эпидемической значимости, а ППРК от 23.10.2018 года № 669 «О некоторых вопросах лицензирования медицинской и фармацевтической деятельности» указано согласование эпидемически значимых объектов.
Руководствуясь Правилами оказания государственной услуги  «Выдача лицензии на фармацевтическую деятельность» утвержденных приказом  Министра здравоохранения Республики Казахстан от 16 мая 2022 года №ҚР ДСМ-45  государственные органы на основании запроса услугодателя обязаны  в течение 10 (десяти) рабочих дней направить ответ о соответствии или несоответствии услугополучателя  предъявляемым при лицензировании или при осуществлении разрешительных процедур требованиям, в случаях когда проверка открывается на микро предпринимателей на 5 дней, предоставление ответа в течение 10 рабочих дней не представляется возможным, так как нужно закрыть проверку в базе ЕРСОП в течение пяти дней, а согласующий орган имеет право предоставить его позже. Данное несоответствие, может негативно отразиться при закрытии проверки в ЕРСОП.
Наряду с вышеуказанным выявлены коллизии по сумме оплаты, взимаемой с услугополучателя при оказании государственной услуги.
В п.п.2) п.6 Стандарта государственной услуги размер оплаты, взимаемой с услугополучателя при оказании государственной услуги, и способы ее взимания за переоформление лицензии составляет 10 % от соответствующей ставки.
Вместе с тем в законодательстве отсутствует определение понятия «соответствующая ставка». Платежным шлюзом на портале выставляется платеж в размере 1 МРП."
d3c7eac0-e095-4d95-8e24-d4987a175940,139,Анализ,I,Здравоохранение,Устранить противоречия между п.п.3) п.1 ст.20 Закона Республики Казахстан «О разрешениях и уведомлениях» и п.4 Стандарта государственной услуги «Выдача лицензии на фармацевтическую деятельность» в части формы получения государственной услуги.,МЗ,МЗ,Проект приказа Министра здравоохранения Республики Казахстан О внесении изменений и дополнений в Приказ Министра здравоохранения Республики Казахстан от 26 мая 2021 года № ҚР ДСМ -45 «Об утверждении правил направления граждан Республики Казахстан на лечение за рубеж и (или) привлечения зарубежных специалистов для проведения лечения в отечественных медицинских организациях в рамках гарантированного объема бесплатной медицинской помощи»,2023 год,Исполнено,"Исполнено 
Срок до сентября 2025 года
 «Выдача лицензии на фармацевтическую деятельность» в части формы получения государственной услуги. Услуга оказывается в электронном виде, а в законе данный пункт имеет отношения ко всем лицензиарам",,,
d3c7eac0-e095-4d95-8e24-d4987a175940,140,Анализ,I,Здравоохранение,"Исключить коллизии между п.3 ст.212 Кодекса Республики Казахстан «О здоровье народа и системе здравоохранения» и п.19 Правил дачи прижизненного волеизъявления человека на посмертное донорство органов (части органа) и (или) тканей (части ткани) и уведомления супруга (супруги) или одного из близких родственников об этом» в части не применения нормы о несогласии или согласии на изъятие органов у умершего в письменной форме от супруга (супруги), а при его (ее) отсутствии - одного из близких родственников при наличии прижизненного согласия на посмертное донорство органов в целях трансплантации.",МЗ,МЗ,Проект приказа Министра здравоохранения Республики Казахстан О внесении изменений и дополнений в Приказ Министра здравоохранения Республики Казахстан от 21 декабря 2020 года № ҚР ДСМ-308/2020 «Об утверждении Правил дачи прижизненного волеизъявления человека на посмертное донорство органов (части органа) и (или) тканей (части ткани) и уведомления супруга (супруги) или одного из близких родственников об этом»,конец 2026 года,В работе,"В работе.                         В рамках исполнения пункта 140 внесены предложения по приведению в соответствие пункта 3 статьи 212 Кодекса Республики Казахстан «О здоровье народа и системе здравоохранения» с пунктом 19 Правил дачи прижизненного волеизъявления на посмертное донорство органов и тканей в части исключения требования получения письменного согласия/несогласия супруга или одного из близких родственников при наличии прижизненного согласия лица.
На сегодняшний день проект поправок в Кодекс в части исключения указанной коллизии находится на согласовании с Министерством юстиции Республики Казахстан.
Кроме того, внесены изменения в пункт 1 приказа Министра здравоохранения РК от 7 апреля 2023 года № 64 «О внесении изменений в приказ МЗ РК от 21 декабря 2020 года № ҚР ДСМ-308/2020» (утратил силу), которым ранее утверждались соответствующие Правила. Работа по устранению правовой коллизии продолжается и будет завершена после согласования и утверждения изменений в Кодекс.","Согласно поручению ЗПМ Балаевой А.Г. (ДСП) проводится работа по внедрению презумпции согласия (далее - ПС). Подготовлены нормы в Законопроект ""О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам здравоохранения"" и направлена для согласования в государственные органы. Рядом ГО данные нормы не поддержаны, в этой связи Министерством совместно с Министерством культуры и информации проводится ширкомасштабная информационно-разъяснительная работа по ПС. Работа в данном направлений продолжается",Вопрос прорабатывается,
d3c7eac0-e095-4d95-8e24-d4987a175940,141,Анализ,I,Здравоохранение,Привести пункт 26 приказа Министра здравоохранения Республики Казахстан от 3 декабря 2020 года № ҚР ДСМ-230/2020 «Об утверждении правил организации и проведения внутренней и внешней экспертиз качества медицинских услуг (помощи)» в соответствие с частью 4 статьи 35 Кодекса в части неправомерного привлечения к внешней экспертизе профильных специалистов.,МЗ,МЗ,Проект приказа Министра здравоохранения,2023 год,Исполнено,"Исполнено.
В соответствии с пунктом 28 приказа Министра здравоохранения РК от 3 декабря 2020 года № ҚР ДСМ-230/2020 ""Об утверждении правил организации и проведения внутренней и внешней экспертиз качества медицинских услуг (помощи)""   В случаях отсутствия условий для привлечения независимых экспертов, наличия конфликта интересов независимого эксперта у организаций здравоохранения, имеющих право предоставлять независимых экспертов, а также в промежуток времени от завершения гражданско-правовых (договорных) отношений между организациями здравоохранения, имеющими право предоставлять независимых экспертов и государственным органом и до завершения конкурсных процедур, а также отсутствие независимого эксперта по данной специальности, согласно номенклатуры специальностей и специализаций в области здравоохранения, утвержденных приказом Министра здравоохранения РК от 21 декабря 2020 года № ҚР ДСМ-305/2020 ""Об утверждении номенклатуры специальностей и специализаций в области здравоохранения, номенклатуры и квалификационных характеристик должностей работников здравоохранения"" (зарегистрирован в Реестре государственной регистрации нормативных правовых актов под № 21856), для оценки качества медицинской помощи привлекаются профильные специалисты в области здравоохранения решением: 1) государственного органа; 2) территориального подразделения государственного органа; 3) местных органов государственного управления здравоохранением областей, городов республиканского значения и столицы; 4) Фондом социального медицинского страхования. Согласно правил ведения реестра независимых экспертов, а также основания включения в единый реестр независимых экспертов и исключения из него, утвержденного приказом МЗ РК от21 октября 2020 года №ҚР ДСМ-145/2020 постоянно проводится работа по актуализации Единого реестра независимых экспертов, на сегодня 594 экспертов включены в данный реестр.  Несмотря на это в связи с конфликтом интересов отмечается нехватка независимых экспертов по нейрохирургии (в реестре 10 экспертов), кардиохирургия (в реестре 3 эксперта), а также отсутствуют эксперты по медицинской генетике. В целях скорреспондирования норм подпункта 5) пункта 1 статьи 154 Предпринимательского Кодекса РК и Кодекса РК «О здоровье народа и системе здравоохранения» проводится работа по утверждению  компетенции государственного органа в сфере оказания медицинских услуг (помощи) в отраслевом законодательном акте – Кодексе, таким образом  предлагается в рамках государственного контроля привлечение как независимого эксперта, так и профильных специалистов, а также порядок их привлечения.Кейс13",,,
d3c7eac0-e095-4d95-8e24-d4987a175940,142,Анализ,I,Здравоохранение,"Разработать проект Приказа о внесении изменений и дополнений в Приказ и.о. Министра здравоохранения № ҚР ДСМ-175/2020 от 30 октября 2020 года в части установления форм первичной медицинской документации, сроков ведения, формирования и закрытия учетной медицинской документации и перевода в электронный формат процедур информированного добровольного согласия пациента и направления медицинских документов формы 001/у в патологоанатомические бюро, установления требований при проведении самоконтроля.",МЗ,МЗ,Проект приказа Министра здравоохранения,2024 год,Исполнено,"Исполнено.                                                               В соответствии с подпунктом 3) пункта 86 приказа Министра здравоохранения Республики Казахстан от 20 декабря 2020 года № ҚР ДСМ-291/2020 «Об утверждении правил оплаты услуг субъектов здравоохранения в рамках гарантированного объема бесплатной медицинской помощи и (или) в системе обязательного социального медицинского страхования» ввод данных о пролеченном случае осуществляется не позднее 1 (одного) рабочего дня после дня выписки пациента из стационара. 
В информационных системах МЗ РК и медицинских организациях (МИС) реализован форматно-логический контроль, не позволющий вносить корректировку в историю болезни пациента. Изменение возможно на уровне администратора системы (согласно официльного запроса с обоснованием в случае ввода ошибочных данных). Также реализован учет-журнал событий, который фиксирует все действия медицинскиого работника, который вносит медицинские сведения, корректирует и дополняет их. Вместе с тем, внесены изменения в формы № 001/у «Медицинская карта стационарного пациента», № 001-1/у «Выписка из медицинской карты амбулаторного, стационарного пациента № ___», № 052/у «Медицинская карта амбулаторного пациента», № 052-1/у «Выписка из медицинской карты амбулаторного, стационарного пациента № ___», утвержденные приказом и.о. Министра здравоохранения Республики Казахстан от 30 октября 2020 года № ҚР ДСМ-175/2020 «Об утверждении форм учетной документации в области здравоохранения, а также  инструкций по их заполнению». 
В вышеуказанные формы внесены нормы о завершении внесения данных о пролеченном случае в день выписки пациента из стационара/завершения амбулаторного лечения. Введенные данные в медицинскую карту после их подтверждения не подлежат корректировке, за исключением случаев ввода результатов гистологических и патоморфологических исследований.
В случае смерти пациента, медицинская карта передается в патологоанатомическое бюро (далее - ПАБ)/центральное патологоанатомическое бюро области (далее - ЦПАО)/патологоанатомическое отделение (далее - ПАО) не позднее 10 часов утра дня, следующего после дня установления факта смерти. После факта передачи медицинской карты в ПАБ/ЦПАО/ПАО ведение, формирование и корректировка данных осуществляться не может, за исключением случаев ввода результатов гистологических и патоморфологических исследований, проведенных при жизни пациента, а также ввода патологоанатомического диагноза после патологоанатомического вскрытия. Приказ зарегистрирован в Министерстве юстиции Республики Казахстан",,,
d3c7eac0-e095-4d95-8e24-d4987a175940,143,Анализ,I,Здравоохранение,"Рассмотреть ужесточение ответственности за некачественное проведение внешней и внутренней экспертизы. (Разработать проект Приказа о внесении изменений и дополнений в Приказы Министра здравоохранения Республики Казахстан в части утверждения стандартов организации оказания медицинской помощи, а также исключения норм по ведению учетных медицинских документов в бумажной форме. Предусмотреть ответственность за некачественное проведение внешней и внутренней экспертиз).",МЗ,МЗ,Проект приказа Министра здравоохранения,конец 2026 года,В работе,"Не поддерживается. 
Согласно Правил ведения реестра независимых экспертов, а также основания включения в единый реестр независимых экспертов и исключения из него, утвержденных  приказом Министра здравоохранения Республики Казахстан от 21 октября 2020 года № ҚР ДСМ-145/2020 поступление в государственный орган в течение одного календарного года 3 (трех) и более обоснованных жалоб на качество работы независимого эксперта, подтвержденных экспертным заключением являются основаниями для исключения независимых экспертов из реестра.
В этой связи предлагается следующая редакция: «рассмотреть ужесточение ответственности за некачественное проведение внешней и внутренней экспертизы».",,Возможно оставить в прорабокте с длительным сроком исполнения,"В соответствии с Правилами проводится внешняя и внутренняя экспертиза: в рамках первого этапа - анализ учетной и отчетной документации, второго этапа - клинический аудит.
По итогам анализа были выявлены правовые пробелы и недостатки правоприменительной практики.
Так, в приказе и.о. Министра здравоохранения Республики Казахстан от 30 октября 2020 года № ҚР ДСМ-175/2020 по утверждению форм учетной документации и инструкций в области здравоохранения отсутствуют ряд форм учетной медицинской документации, нормы, устанавливающие сроки их ведения, формирования и закрытия, критерий и требования по проведению анализа качества заполнения медицинской документации на уровне самоконтроля, нормы, устанавливающие право доступа к информационным системам для субъектов внешнего контроля, и электронный формат процедур информированного добровольного согласия пациента и направления медицинских документов формы 001/у в патологоанатомические бюро, а также имеется неурегулированность вопроса формирования электронного архива учетных медицинских документов.
Более того, при проведении клинического аудита осуществляется экспертиза при отсутствии стандартов организации оказания медицинской помощи. Также отсутствует ответственность за некачественное проведение экспертизы."
